City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
478,Saint-Georges,GD,80.6,few clouds,12.0564,-61.7485,Siesta Hotel
479,Palimbang,PH,83.01,overcast clouds,6.2106,124.1894,Felmar Beach resort
480,Standerton,ZA,62.01,light rain,-26.9337,29.2415,Terrace Lofts
481,Balkanabat,TM,46.4,scattered clouds,39.5108,54.3671,Nebitchi Hotel
482,Grand Baie,MU,75.99,clear sky,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
483,Neiafu,TO,82.4,light rain,-18.65,-173.9833,Mystic Sands
484,Nago,JP,62.6,few clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
485,Manggar,ID,81.39,moderate rain,-2.8833,108.2667,Guest Hotel
486,Palmas Bellas,PA,79.0,broken clouds,9.2319,-80.0867,Estación de Chagres
487,Ciudad Guayana,VE,75.0,clear sky,8.3533,-62.6528,Hotel Las Americas
488,Japura,ID,75.38,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
489,Baijiantan,CN,4.6,scattered clouds,45.6333,85.1833,
490,Gat,IL,55.0,clear sky,31.61,34.7642,OlusHome
491,Menongue,AO,62.47,light rain,-14.6585,17.691,Ritz Lauca
493,Cooma,AU,73.4,broken clouds,-36.2333,149.1333,High Country Motel
494,Russell,US,51.8,overcast clouds,32.3502,-85.1999,Macs
495,Ginda,IN,38.03,clear sky,30.6945,78.4932,Bal uma sankar hotel and restaurant
496,Consuelo,PH,80.6,broken clouds,10.6348,124.301,Mangodlong Paradise Beach Resort
497,Khoy,IR,29.14,few clouds,38.5504,44.9535,ترک سل
498,North Bend,US,48.2,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
499,Quelimane,MZ,78.8,broken clouds,-17.8786,36.8883,Hotel Flamingo
500,Bocas Del Toro,PA,64.0,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
501,Broome,US,14.0,clear sky,42.2506,-75.833,Chenango Valley State Park
502,Leshukonskoye,RU,17.65,overcast clouds,64.8989,45.7622,Gostinitsa Mup Zhkkh
503,Mafeteng,LS,61.74,clear sky,-29.823,27.2374,Mafeteng police station
505,Rio Gallegos,AR,57.2,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
506,Dorado,PR,72.0,light rain,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
508,Chimoio,MZ,71.6,light rain,-19.1164,33.4833,Predio Livraria Ahmed
509,Amuntai,ID,81.57,overcast clouds,-2.4177,115.2494,Hotel Balqis
510,Jizan,SA,73.4,clear sky,17.3333,42.6667,شهدان. ابوالحجر
511,Lagoa,PT,61.84,overcast clouds,39.05,-27.9833,Casa Das Faias
512,Severo-Kurilsk,RU,25.18,light snow,50.6789,156.125,Kak Doma
513,Nishihara,JP,66.2,few clouds,26.1842,127.7558,Minshuku Agaihama
514,Ihosy,MG,68.99,broken clouds,-22.4,46.1167,Tamana Hôtel
515,Aste,IT,42.01,light rain,45.7906,11.0961,B&B Arlanch 8
516,Bazarnyy Syzgan,RU,31.41,overcast clouds,53.7512,46.7535,"Gostevoy Dom ""Uyut"""
517,Tukrah,LY,58.89,clear sky,32.5341,20.5791,Lokta restaurant
518,Tocopilla,CL,68.49,clear sky,-22.092,-70.1979,Hotel Galvarino
519,Birpur,IN,48.58,clear sky,26.5167,87.0167,Maa Sherawali Sweet Content
520,Karwar,IN,72.59,scattered clouds,14.8,74.1333,Netalco Connects
521,Cardston,CA,35.6,clear sky,49.2,-113.3019,Flamingo Motel
522,Hailey,US,26.6,clear sky,43.5196,-114.3153,Wood River Inn & Suites
523,Axim,GH,78.76,few clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
525,Cayenne,GF,80.6,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
526,Luis Correia,BR,79.11,overcast clouds,-2.8792,-41.6669,Hotel Amarração
527,Coruripe,BR,77.92,overcast clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
528,Brookings,US,26.01,mist,44.3114,-96.7984,Holiday Inn Express & Suites Brookings
529,Floro,NO,32.0,light snow,61.5996,5.0328,Kinn Hotell Florø
530,San Vicente,AR,70.5,moderate rain,-26.6167,-54.1333,Complejo Turístico Farelluk
531,Oistins,BB,78.8,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
533,Atambua,ID,74.82,moderate rain,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
534,Ajaccio,FR,55.4,overcast clouds,42.0,8.9167,Sole E Monte
536,Mutare,ZW,65.35,overcast clouds,-18.9707,32.6709,Ann Bruce Backpackers
538,Lufkin,US,64.99,overcast clouds,31.3382,-94.7291,Courtyard by Marriott Lufkin
540,Kamenka,RU,35.01,overcast clouds,51.3223,42.7678,
541,Kelme,LT,26.6,overcast clouds,55.6339,22.9342,Gyvenamųjų patalpų nuoma
542,Morondava,MG,79.07,clear sky,-20.2833,44.2833,La Case Bambou
543,Damghan,IR,39.47,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
545,Nara,JP,51.01,few clouds,34.6851,135.8049,Guesthouse Nara Komachi
547,Carthage,TN,60.8,few clouds,36.8611,10.3316,Dar Fatma
548,Soledade,BR,67.48,light rain,-28.8183,-52.5103,Pousada Da Gringa
549,Changli,CN,26.35,broken clouds,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
550,Ambilobe,MG,72.73,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
551,Oum Hadjer,TD,68.85,clear sky,13.2954,19.6966,
552,Camana,PE,69.1,broken clouds,-16.6228,-72.7111,Hostal Morales
553,Boa Vista,BR,78.8,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
554,Saint-Ambroise,CA,1.99,overcast clouds,48.5501,-71.3324,Motel Saint-Ambroise
555,Lufilufi,WS,87.8,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
556,Never,FR,46.99,overcast clouds,46.9896,3.159,Hôtel Kyriad Nevers Centre
557,North Royalton,US,30.99,overcast clouds,41.3137,-81.7246,The Boneyard
558,Winton,US,57.0,clear sky,37.3894,-120.6133,Applegate Inn
559,Yaan,NG,75.74,clear sky,7.3833,8.5667,
560,Antofagasta,CL,66.2,few clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
561,Punta Cardon,VE,77.22,clear sky,11.6581,-70.215,Bambuda hotel
563,Lipin Bor,RU,22.06,overcast clouds,60.2622,37.9763,Priozor'ye
565,Rudraprayag,IN,44.33,clear sky,30.2833,78.9833,OYO 66654 Hotel Devlok
566,Tazmalt,DZ,52.97,overcast clouds,36.3868,4.3989,Hôtel Numédia
567,Mezen,RU,15.3,overcast clouds,65.8522,44.24,
568,Kalangala,UG,69.8,light rain,-0.3089,32.225,Ssese Habitat Resort
569,Andilamena,MG,64.35,scattered clouds,-17.0167,48.5833,Police men home Andilamina
570,Srivardhan,IN,73.27,clear sky,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
571,Little Current,CA,14.0,overcast clouds,45.9793,-81.9248,Hawberry Motel
572,Yelizovo,RU,30.2,overcast clouds,53.1873,158.3805,Kamchatskiy Stil' Hostel
573,Tongren,CN,46.98,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
574,Camara De Lobos,PT,60.8,few clouds,32.6333,-16.9667,Golden Residence Hotel
575,Comodoro Rivadavia,AR,57.2,clear sky,-45.8667,-67.5,Austral Hotel
576,Bonthe,SL,77.67,few clouds,7.5264,-12.505,Bonthe Holiday Village
578,Bikaner,IN,54.72,clear sky,28.0167,73.3,The Laxmi Niwas Palace
579,Ashoknagar,IN,47.55,clear sky,24.5667,77.7167,Hotel Rajshree
580,Coahuayana,MX,78.8,clear sky,18.7333,-103.6833,Hotel Los Arcos
581,Shache,CN,19.08,broken clouds,38.4167,77.2406,Delong Hotel
582,Yulara,AU,89.6,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
583,Melfort,CA,10.4,broken clouds,52.8667,-104.6177,Carra Valla Inn
584,Louga,RU,16.74,overcast clouds,58.7372,29.8453,U Lysoy Gory Hotel
585,Oyama,JP,48.99,few clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
586,Ikongo,MG,70.25,clear sky,-21.8833,47.4333,
587,Rio Grande,BR,75.81,moderate rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
588,Vakhrushev,RU,4.15,overcast clouds,48.9833,142.9667,
589,Kongolo,CD,70.2,overcast clouds,-5.3833,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
590,Cuenca,EC,60.8,broken clouds,-2.8833,-78.9833,Hotel Cuenca
591,Siyabuswa,ZA,71.22,light rain,-25.1132,29.0445,Uluju properties
593,Andros Town,BS,68.0,clear sky,24.7,-77.7667,Hanks place
594,Dosso,NE,70.57,scattered clouds,13.049000000000001,3.1937,Hotel Toubal
595,Guadalupe,MX,84.2,few clouds,25.6833,-100.25,Fiesta Inn Monterrey Fundidora
597,Labuhan,ID,80.51,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
598,Erzin,TR,50.0,light rain,36.9559,36.2,Artemis Otel
599,Bjornevatn,NO,24.8,light snow,69.6672,29.9847,Snowhotel Kirkenes & Gamme Northern Lights Cabins
600,Half Moon Bay,US,57.2,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
601,Natal,BR,78.8,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
602,Maumere,ID,81.84,light rain,-8.6199,122.2111,Sylvia Hotel
603,Havoysund,NO,26.6,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
604,Narsaq,GL,39.2,broken clouds,60.9167,-46.05,Hotel Narsaq
605,Mayumba,GA,78.17,overcast clouds,-3.432,10.6554,LIKWALE LODGE
606,Lasa,IT,37.0,light snow,46.6166,10.7002,Pension Feldgärtenhof
607,Kolosovka,RU,3.78,overcast clouds,56.4678,73.611,Kolosovskaya Gostinitsa
608,Mushie,CD,69.6,light rain,-3.0167,16.9,
609,Stromness,GB,30.2,overcast clouds,58.965,-3.2960000000000003,The Old Smokery
610,Wichita Falls,US,60.8,clear sky,33.9137,-98.4934,Quality Inn & Suites Wichita Falls I-44
611,Zhuanghe,CN,22.6,overcast clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
613,Asosa,ET,62.89,clear sky,10.0667,34.5333,Blendana Hotel Assosa
614,Krasnogvardeyets,RU,17.67,overcast clouds,52.6804,52.3635,
615,Tabuk,PH,67.28,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
616,Talas,TR,39.2,light rain,38.6908,35.5538,Fimaj Residence
617,Lakatoro,VU,85.23,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
618,La Ronge,CA,12.2,clear sky,55.1001,-105.2842,Northland Motor Hotel
619,Ust-Kan,RU,8.24,clear sky,50.9276,84.76100000000001,Mini-hotel na Leninskoy
620,Santa Maria,BR,69.8,moderate rain,-29.6842,-53.8069,Hotel Morotin
621,Claveria,PH,70.16,overcast clouds,18.6074,121.0832,Casa Grand Inn By The Sea
622,Beian,NO,33.8,light snow,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
623,Paragominas,BR,73.04,heavy intensity rain,-2.9667,-47.4833,.
624,Indramayu,ID,80.11,moderate rain,-6.3264,108.32,Grand Trisula Hotel
626,Ouesso,CG,72.16,overcast clouds,1.6136,16.0517,Hôtel ABENI
627,Vila Franca Do Campo,PT,62.6,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
628,Shimoda,JP,50.0,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
629,Jumla,NP,29.62,clear sky,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
630,Challakere,IN,67.33,clear sky,14.3167,76.65,SR Residency
631,Nauta,PE,74.34,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
632,Vanimo,PG,85.28,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
633,Isiro,CD,62.1,overcast clouds,2.7739,27.616,Guest House Hewa Bora
634,Sinop,TR,39.97,overcast clouds,41.7711,34.8709,
635,Zwedru,LR,72.95,scattered clouds,6.0667,-8.1281,Elijah Worjloh
636,Pyaozerskiy,RU,10.33,light snow,65.8333,31.1667,
637,Apple Valley,US,50.0,clear sky,34.5008,-117.1859,Black Horse Motel
638,Juneau,US,32.0,broken clouds,58.3019,-134.4197,Ramada Juneau
640,Tyukalinsk,RU,8.6,overcast clouds,55.8732,72.1967,Гостиница Тюкалинск
641,Kharan,PK,52.38,few clouds,28.5833,65.4167,Dil Aram Bangla
642,Kupang,ID,82.4,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
643,Coari,BR,75.72,overcast clouds,-4.085,-63.1414,HOTEL ALEX FLAT
644,Meadow Lake,US,43.0,clear sky,34.8014,-106.5436,JKL Inc. R.V Park and Storage
645,Christchurch,NZ,68.0,clear sky,-43.5333,172.6333,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
646,Kochkurovo,RU,25.88,light snow,54.0358,45.4184,House
647,Nizwa,OM,56.12,clear sky,22.9333,57.5333,Orient Apartments
648,Agapovka,RU,5.0,fog,53.2973,59.1348,Gostinitsa Zhkkh
649,Ryotsu,JP,35.6,scattered clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
650,Dunwoody,US,44.6,clear sky,33.9462,-84.3346,Embassy Suites by Hilton Atlanta Perimeter Center
651,Carandai,BR,63.1,clear sky,-20.9536,-43.8064,Pousada Portal da Natureza
652,Dallas,US,69.8,dust,32.7668,-96.7836,Hotel Indigo Dallas Downtown
653,Sitio Novo Do Tocantins,BR,72.28,overcast clouds,-5.5183,-47.4611,Imperial Hotel
654,Bixby,US,55.4,scattered clouds,35.942,-95.8833,Shadow Valley Mobile Home Park
655,Puerto Carreno,CO,83.41,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
656,Conceicao Do Araguaia,BR,74.03,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
657,Eyl,SO,70.57,broken clouds,7.9803,49.8164,Amiin Hotel
658,Santo Domingo,DO,73.4,scattered clouds,18.5001,-69.9886,Micro Hotel Condo Suites
659,Misratah,LY,63.99,clear sky,32.3754,15.0925,فندق الماسة
660,Derzhavinsk,KZ,18.0,overcast clouds,51.1,66.3167,Ooo.khim Baza
661,Kaihua,CN,52.5,broken clouds,23.3687,104.28,Zhongyu Hotel
662,Sertania,BR,73.15,overcast clouds,-8.0736,-37.2644,Hotel Esperança
663,Cabanas,CU,68.0,few clouds,22.9758,-82.9219,Villa Luis Montesino y Anabel
664,San Ignacio,BZ,73.4,clear sky,17.1561,-89.0714,Rainforest Haven Inn
665,Bondoukou,CI,76.26,scattered clouds,8.0333,-2.8,Prestige Hotel
666,Veinticinco De Mayo,AR,57.99,overcast clouds,-35.4323,-60.1727,Estancia La Rosada
667,Camden,US,26.01,broken clouds,39.7835,-74.9663,Days Inn by Wyndham Berlin Voorhees
668,Kolokani,ML,70.07,few clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
669,Rantauprapat,ID,74.55,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
670,Syasstroy,RU,23.05,snow,60.1367,32.5691,"Syas', Gostinitsa"
671,Moron,AR,63.0,overcast clouds,-34.6534,-58.6198,Hotel Morón
672,Batemans Bay,AU,68.0,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
673,Denia,ES,59.0,broken clouds,38.8408,0.1057,Hotel Port Dénia
674,Taylorville,US,37.0,moderate rain,39.5489,-89.2945,Economy Inn
675,Macas,EC,67.95,few clouds,-2.3167,-78.1167,Casa Upano - Guesthouse & Sanctuary
676,San Salvo,IT,54.0,broken clouds,42.0433,14.7272,Villa Bianca Hotel & Spa
677,Fairview,US,30.2,clear sky,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
678,Bandundu,CD,70.66,overcast clouds,-3.3167,17.3667,Coja Color
679,Jistebnice,CZ,26.01,overcast clouds,49.4855,14.5276,Pension Luis
680,Burns Lake,CA,19.4,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
681,Altay,CN,8.65,clear sky,47.8667,88.1167,Jinqiao Hotel
682,Ketchikan,US,33.8,scattered clouds,55.3422,-131.6461,Snows Cove Lodge
683,Dong Hoi,VN,68.76,overcast clouds,17.4833,106.6,Nam Long Hotel
684,Minna,NG,75.76,clear sky,9.6139,6.5569,Royal Park hotel & suites
685,Kjollefjord,NO,26.6,light snow,70.9457,27.3465,Hotel Nordkyn
687,Isangel,VU,84.2,broken clouds,-19.55,169.2667,Volcano Sea View Tree House
688,Bougouni,ML,71.04,clear sky,11.417,-7.479,Non Stop
689,Newport,GB,39.0,scattered clouds,51.5877,-2.9984,ibis budget Newport
690,Eagle Pass,US,75.2,clear sky,28.7091,-100.4995,Holiday Inn Express & Suites Eagle Pass
691,Yumen,CN,21.61,clear sky,40.2833,97.2,
692,Champoton,MX,71.6,clear sky,19.35,-90.7167,HOTEL Posada La Regia
693,Dalvik,IS,14.0,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
694,Witu,KE,77.0,clear sky,-2.3889,40.4382,New City Guest House
695,Santa Isabel Do Rio Negro,BR,76.8,clear sky,-0.4139,-65.0192,Hotel GSA
696,Bayshore Gardens,US,66.0,scattered clouds,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
697,Saurimo,AO,65.44,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
698,Riyadh,SA,50.0,clear sky,24.6877,46.7219,InterContinental Riyadh
699,Jacmel,HT,78.8,scattered clouds,18.2342,-72.5347,Hotel Florita
701,Saint-Francois,FR,43.0,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
702,Bedesa,ET,58.51,clear sky,8.9,40.7833,
703,Miandrivazo,MG,77.56,few clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
704,Tsiroanomandidy,MG,66.33,clear sky,-18.7667,46.0333,
705,Tete,MZ,77.0,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
706,Bardiyah,LY,59.27,clear sky,31.7561,25.0865,بورتو بردية
707,Chanika,TZ,69.21,broken clouds,-5.4167,38.0167,New Rombo Green Hotel
